CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C09546,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C09547,Likely_to_Leave,1.21,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09548,Stable,0.11,Rahul Singh,Thank‑you email with wellness gift voucher
C09549,Stable,0.15,Meera Iyer,Thank‑you email with wellness gift voucher
C09550,Stable,0.19,Santosh Rao,Thank‑you email with wellness gift voucher
C09551,Likely_to_Leave,7.9,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09552,Stable,0.14,Anita Paul,Thank‑you email with wellness gift voucher
C09553,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C09554,Likely_to_Leave,10.93,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09555,Already_Left,56.84,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09556,Already_Left,25.99,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09557,Stable,0.13,Kunal Desai,Thank‑you email with wellness gift voucher
C09558,Already_Left,93.34,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09559,Likely_to_Leave,2.03,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09560,Likely_to_Leave,2.26,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09561,Stable,0.33,Meera Iyer,Thank‑you email with wellness gift voucher
C09562,Likely_to_Leave,0.71,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09563,Stable,0.26,Kunal Desai,Thank‑you email with wellness gift voucher
C09564,Likely_to_Leave,54.37,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09565,Stable,0.66,Aditi Sharma,Thank‑you email with wellness gift voucher
C09566,Already_Left,76.62,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09567,Stable,0.06,Meera Iyer,Thank‑you email with wellness gift voucher
C09568,Stable,0.18,Santosh Rao,Thank‑you email with wellness gift voucher
C09569,Likely_to_Leave,2.05,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09570,Likely_to_Leave,6.06,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09571,Stable,0.09,Aditi Sharma,Thank‑you email with wellness gift voucher
C09572,Already_Left,78.03,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09573,Likely_to_Leave,13.27,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09574,Stable,0.67,Santosh Rao,Thank‑you email with wellness gift voucher
C09575,Likely_to_Leave,2.9,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09576,Likely_to_Leave,62.98,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09577,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C09578,Stable,0.3,Rahul Singh,Thank‑you email with wellness gift voucher
C09579,Likely_to_Leave,2.9,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09580,Stable,0.13,Santosh Rao,Thank‑you email with wellness gift voucher
C09581,Stable,0.15,Kunal Desai,Thank‑you email with wellness gift voucher
C09582,Likely_to_Leave,4.74,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09583,Likely_to_Leave,1.45,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09584,Likely_to_Leave,8.48,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09585,Already_Left,83.09,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09586,Likely_to_Leave,5.16,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09587,Likely_to_Leave,0.94,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09588,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C09589,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C09590,Likely_to_Leave,3.01,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09591,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C09592,Stable,0.25,Santosh Rao,Thank‑you email with wellness gift voucher
C09593,Already_Left,86.55,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09594,Already_Left,63.45,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09595,Stable,0.03,Aditi Sharma,Thank‑you email with wellness gift voucher
C09596,Likely_to_Leave,2.0,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09597,Stable,0.53,Meera Iyer,Thank‑you email with wellness gift voucher
C09598,Stable,0.05,Santosh Rao,Thank‑you email with wellness gift voucher
C09599,Stable,0.33,Kunal Desai,Thank‑you email with wellness gift voucher
C09600,Stable,0.2,Anita Paul,Thank‑you email with wellness gift voucher
C09601,Likely_to_Leave,61.17,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09602,Likely_to_Leave,0.99,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09603,Likely_to_Leave,63.25,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09604,Already_Left,88.44,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09605,Likely_to_Leave,90.85,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09606,Likely_to_Leave,13.55,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09607,Already_Left,47.76,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09608,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C09609,Stable,0.07,Meera Iyer,Thank‑you email with wellness gift voucher
C09610,Stable,0.08,Santosh Rao,Thank‑you email with wellness gift voucher
C09611,Already_Left,16.73,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09612,Stable,0.21,Anita Paul,Thank‑you email with wellness gift voucher
C09613,Likely_to_Leave,41.47,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09614,Stable,0.05,Rahul Singh,Thank‑you email with wellness gift voucher
C09615,Already_Left,96.98,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09616,Likely_to_Leave,22.85,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09617,Stable,0.2,Kunal Desai,Thank‑you email with wellness gift voucher
C09618,Stable,0.42,Anita Paul,Thank‑you email with wellness gift voucher
C09619,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C09620,Stable,0.18,Rahul Singh,Thank‑you email with wellness gift voucher
C09621,Likely_to_Leave,6.31,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09622,Likely_to_Leave,23.86,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09623,Already_Left,41.02,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09624,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C09625,Stable,0.22,Aditi Sharma,Thank‑you email with wellness gift voucher
C09626,Likely_to_Leave,22.04,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09627,Stable,0.2,Meera Iyer,Thank‑you email with wellness gift voucher
C09628,Likely_to_Leave,10.67,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09629,Stable,0.19,Kunal Desai,Thank‑you email with wellness gift voucher
C09630,Likely_to_Leave,0.76,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09631,Stable,0.16,Aditi Sharma,Thank‑you email with wellness gift voucher
C09632,Stable,0.11,Rahul Singh,Thank‑you email with wellness gift voucher
C09633,Stable,0.16,Meera Iyer,Thank‑you email with wellness gift voucher
C09634,Likely_to_Leave,11.49,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09635,Likely_to_Leave,7.0,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09636,Stable,0.37,Anita Paul,Thank‑you email with wellness gift voucher
C09637,Stable,0.25,Aditi Sharma,Thank‑you email with wellness gift voucher
C09638,Stable,0.14,Rahul Singh,Thank‑you email with wellness gift voucher
C09639,Stable,0.66,Meera Iyer,Thank‑you email with wellness gift voucher
C09640,Likely_to_Leave,56.27,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09641,Likely_to_Leave,1.77,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09642,Stable,0.14,Anita Paul,Thank‑you email with wellness gift voucher
C09643,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C09644,Likely_to_Leave,4.51,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09645,Likely_to_Leave,1.15,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09646,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C09647,Stable,0.21,Kunal Desai,Thank‑you email with wellness gift voucher
C09648,Likely_to_Leave,1.48,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09649,Likely_to_Leave,4.14,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09650,Likely_to_Leave,1.18,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09651,Already_Left,82.4,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09652,Stable,0.28,Santosh Rao,Thank‑you email with wellness gift voucher
C09653,Stable,0.13,Kunal Desai,Thank‑you email with wellness gift voucher
C09654,Likely_to_Leave,3.03,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09655,Already_Left,82.06,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09656,Likely_to_Leave,1.17,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09657,Already_Left,92.42,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09658,Stable,0.04,Santosh Rao,Thank‑you email with wellness gift voucher
C09659,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C09660,Stable,0.18,Anita Paul,Thank‑you email with wellness gift voucher
C09661,Likely_to_Leave,3.21,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09662,Likely_to_Leave,1.89,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09663,Likely_to_Leave,3.15,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09664,Stable,0.47,Santosh Rao,Thank‑you email with wellness gift voucher
C09665,Likely_to_Leave,6.09,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09666,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C09667,Likely_to_Leave,10.03,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09668,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C09669,Stable,0.15,Meera Iyer,Thank‑you email with wellness gift voucher
C09670,Stable,0.16,Santosh Rao,Thank‑you email with wellness gift voucher
C09671,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C09672,Likely_to_Leave,34.39,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09673,Already_Left,65.46,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09674,Stable,0.17,Rahul Singh,Thank‑you email with wellness gift voucher
C09675,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C09676,Stable,0.38,Santosh Rao,Thank‑you email with wellness gift voucher
C09677,Stable,0.18,Kunal Desai,Thank‑you email with wellness gift voucher
C09678,Likely_to_Leave,2.45,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09679,Likely_to_Leave,1.9,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09680,Likely_to_Leave,13.61,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09681,Likely_to_Leave,11.46,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09682,Likely_to_Leave,1.99,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09683,Likely_to_Leave,6.86,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09684,Likely_to_Leave,5.37,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09685,Likely_to_Leave,72.7,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09686,Likely_to_Leave,1.18,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09687,Stable,0.18,Meera Iyer,Thank‑you email with wellness gift voucher
C09688,Likely_to_Leave,2.27,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09689,Already_Left,95.57,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09690,Likely_to_Leave,1.23,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09691,Likely_to_Leave,8.66,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09692,Likely_to_Leave,5.62,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09693,Likely_to_Leave,0.71,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09694,Stable,0.69,Santosh Rao,Thank‑you email with wellness gift voucher
C09695,Stable,0.36,Kunal Desai,Thank‑you email with wellness gift voucher
C09696,Likely_to_Leave,4.58,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09697,Stable,0.07,Aditi Sharma,Thank‑you email with wellness gift voucher
C09698,Already_Left,82.41,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09699,Likely_to_Leave,18.66,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09700,Likely_to_Leave,2.27,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09701,Already_Left,93.8,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09702,Likely_to_Leave,17.27,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09703,Likely_to_Leave,2.8,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09704,Stable,0.23,Rahul Singh,Thank‑you email with wellness gift voucher
C09705,Stable,0.04,Meera Iyer,Thank‑you email with wellness gift voucher
C09706,Likely_to_Leave,2.98,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09707,Likely_to_Leave,0.8,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09708,Likely_to_Leave,2.69,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09709,Likely_to_Leave,26.04,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
